unit,tra_meas,destination,date,passengers
Passenger,Passengers on board (arrivals),KOBENHAVN/KASTRUP,2008-04-01,12103
Passenger,Passengers on board (arrivals),HURGHADA / INTL,2008-04-01,3393
Passenger,Passengers on board (arrivals),IRAKLION/NIKOS KAZANTZAKIS,2008-04-01,3231
Passenger,Passengers on board (arrivals),GRAN CANARIA,2008-04-01,4657
Passenger,Passengers on board (arrivals),TENERIFE SUR/REINA SOFIA,2008-04-01,3812
Passenger,Passengers on board (arrivals),BARCELONA/EL PRAT,2008-04-01,3503
Passenger,Passengers on board (arrivals),ADOLFO SUAREZ MADRID-BARAJAS,2008-04-01,4828
Passenger,Passengers on board (arrivals),PALMA DE MALLORCA,2008-04-01,8648
Passenger,Passengers on board (arrivals),NICE-COTE D'AZUR,2008-04-01,4459
Passenger,Passengers on board (arrivals),PARIS-CHARLES DE GAULLE,2008-04-01,10739
Passenger,Passengers on board (arrivals),MILANO/MALPENSA,2008-04-01,6012
Passenger,Passengers on board (arrivals),ROMA/FIUMICINO,2008-04-01,3822
Passenger,Passengers on board (arrivals),AMSTERDAM/SCHIPHOL,2008-04-01,10417
Passenger,Passengers on board (arrivals),PORTO,2008-04-01,9574
Passenger,Passengers on board (arrivals),LISBOA,2008-04-01,3289
Passenger,Passengers on board (arrivals),MONASTIR/HABIB BOURGUIBA,2008-04-01,5599
Passenger,Passengers on board (arrivals),DJERBA/ZARZIS,2008-04-01,8603
Passenger,Passengers on board (arrivals),LONDON GATWICK,2008-04-01,7717
Passenger,Passengers on board (arrivals),LONDON/CITY,2008-04-01,16802
Passenger,Passengers on board (arrivals),LONDON HEATHROW,2008-04-01,4905
Passenger,Passengers on board (arrivals),WIEN-SCHWECHAT,2008-01-01,6247
Passenger,Passengers on board (arrivals),GENEVA,2008-01-01,4440
Passenger,Passengers on board (arrivals),ZURICH,2008-01-01,10262
Passenger,Passengers on board (arrivals),FRANKFURT/MAIN,2008-01-01,16028
Passenger,Passengers on board (arrivals),SAARBRUECKEN,2008-01-01,5722
Passenger,Passengers on board (arrivals),BERLIN-TEGEL,2008-01-01,3285
Passenger,Passengers on board (arrivals),KOBENHAVN/KASTRUP,2008-01-01,10067
Passenger,Passengers on board (arrivals),HURGHADA / INTL,2008-01-01,2547
Passenger,Passengers on board (arrivals),GRAN CANARIA,2008-01-01,4785
Passenger,Passengers on board (arrivals),TENERIFE SUR/REINA SOFIA,2008-01-01,3476
Passenger,Passengers on board (arrivals),BARCELONA/EL PRAT,2008-01-01,2716
Passenger,Passengers on board (arrivals),ADOLFO SUAREZ MADRID-BARAJAS,2008-01-01,4424
Passenger,Passengers on board (arrivals),PALMA DE MALLORCA,2008-01-01,1214
Passenger,Passengers on board (arrivals),NICE-COTE D'AZUR,2008-01-01,3252
Passenger,Passengers on board (arrivals),PARIS-CHARLES DE GAULLE,2008-01-01,10217
Passenger,Passengers on board (arrivals),MILANO/MALPENSA,2008-01-01,5699
Passenger,Passengers on board (arrivals),ROMA/FIUMICINO,2008-01-01,2909
Passenger,Passengers on board (arrivals),AMSTERDAM/SCHIPHOL,2008-01-01,8026
Passenger,Passengers on board (arrivals),PORTO,2008-01-01,11647
Passenger,Passengers on board (arrivals),LISBOA,2008-01-01,2588
Passenger,Passengers on board (arrivals),MONASTIR/HABIB BOURGUIBA,2008-01-01,3423
Passenger,Passengers on board (arrivals),DJERBA/ZARZIS,2008-01-01,3119
Passenger,Passengers on board (arrivals),LONDON GATWICK,2008-01-01,6294
Passenger,Passengers on board (arrivals),LONDON/CITY,2008-01-01,15003
Passenger,Passengers on board (arrivals),LONDON HEATHROW,2008-01-01,4493
Passenger,Passengers on board (arrivals),WIEN-SCHWECHAT,2007-10-01,7445
Passenger,Passengers on board (arrivals),GENEVA,2007-10-01,4514
Passenger,Passengers on board (arrivals),ZURICH,2007-10-01,10658
Passenger,Passengers on board (arrivals),FRANKFURT/MAIN,2007-10-01,17032
Passenger,Passengers on board (arrivals),SAARBRUECKEN,2007-10-01,5386
Passenger,Passengers on board (arrivals),BERLIN-TEGEL,2007-10-01,4328
Passenger,Passengers on board (arrivals),KOBENHAVN/KASTRUP,2007-10-01,9549
Passenger,Passengers on board (arrivals),IRAKLION/NIKOS KAZANTZAKIS,2007-10-01,1790
Passenger,Passengers on board (arrivals),GRAN CANARIA,2007-10-01,4466
Passenger,Passengers on board (arrivals),TENERIFE SUR/REINA SOFIA,2007-10-01,3171
Passenger,Passengers on board (arrivals),ADOLFO SUAREZ MADRID-BARAJAS,2007-10-01,4438
Passenger,Passengers on board (arrivals),PALMA DE MALLORCA,2007-10-01,4177
Passenger,Passengers on board (arrivals),NICE-COTE D'AZUR,2007-10-01,3234
Passenger,Passengers on board (arrivals),PARIS-CHARLES DE GAULLE,2007-10-01,11771
Passenger,Passengers on board (arrivals),MILANO/MALPENSA,2007-10-01,6955
Passenger,Passengers on board (arrivals),ROMA/FIUMICINO,2007-10-01,3069
Passenger,Passengers on board (arrivals),AMSTERDAM/SCHIPHOL,2007-10-01,9649
Passenger,Passengers on board (arrivals),PORTO,2007-10-01,8826
Passenger,Passengers on board (arrivals),LISBOA,2007-10-01,3496
Passenger,Passengers on board (arrivals),MONASTIR/HABIB BOURGUIBA,2007-10-01,3919
Passenger,Passengers on board (arrivals),DJERBA/ZARZIS,2007-10-01,5142
Passenger,Passengers on board (arrivals),LONDON GATWICK,2007-10-01,6806
Passenger,Passengers on board (arrivals),LONDON/CITY,2007-10-01,16686
Passenger,Passengers on board (arrivals),LONDON HEATHROW,2007-10-01,5256
Passenger,Passengers on board (arrivals),WIEN-SCHWECHAT,2007-07-01,5986
Passenger,Passengers on board (arrivals),GENEVA,2007-07-01,3645
Passenger,Passengers on board (arrivals),ZURICH,2007-07-01,11211
Passenger,Passengers on board (arrivals),FRANKFURT/MAIN,2007-07-01,18035
Passenger,Passengers on board (arrivals),SAARBRUECKEN,2007-07-01,5306
Passenger,Passengers on board (arrivals),BERLIN-TEGEL,2007-07-01,3880
Passenger,Passengers on board (arrivals),KOBENHAVN/KASTRUP,2007-07-01,6506
Passenger,Passengers on board (arrivals),IRAKLION/NIKOS KAZANTZAKIS,2007-07-01,7452
Passenger,Passengers on board (arrivals),GRAN CANARIA,2007-07-01,5195
Passenger,Passengers on board (arrivals),TENERIFE SUR/REINA SOFIA,2007-07-01,4918
Passenger,Passengers on board (arrivals),ADOLFO SUAREZ MADRID-BARAJAS,2007-07-01,4166
Passenger,Passengers on board (arrivals),PALMA DE MALLORCA,2007-07-01,18043
Passenger,Passengers on board (arrivals),NICE-COTE D'AZUR,2007-07-01,4058
Passenger,Passengers on board (arrivals),PARIS-CHARLES DE GAULLE,2007-07-01,11705
Passenger,Passengers on board (arrivals),MILANO/MALPENSA,2007-07-01,5924
Passenger,Passengers on board (arrivals),ROMA/FIUMICINO,2007-07-01,3209
Passenger,Passengers on board (arrivals),AMSTERDAM/SCHIPHOL,2007-07-01,10325
Passenger,Passengers on board (arrivals),PORTO,2007-07-01,10250
Passenger,Passengers on board (arrivals),LISBOA,2007-07-01,5295
Passenger,Passengers on board (arrivals),MONASTIR/HABIB BOURGUIBA,2007-07-01,8576
Passenger,Passengers on board (arrivals),DJERBA/ZARZIS,2007-07-01,11352
Passenger,Passengers on board (arrivals),LONDON GATWICK,2007-07-01,7040
Passenger,Passengers on board (arrivals),LONDON/CITY,2007-07-01,13324
Passenger,Passengers on board (arrivals),LONDON HEATHROW,2007-07-01,5078
Passenger,Passengers on board (arrivals),WIEN-SCHWECHAT,2007-04-01,6280
Passenger,Passengers on board (arrivals),GENEVA,2007-04-01,4160
Passenger,Passengers on board (arrivals),ZURICH,2007-04-01,10863
Passenger,Passengers on board (arrivals),FRANKFURT/MAIN,2007-04-01,16801
Passenger,Passengers on board (arrivals),SAARBRUECKEN,2007-04-01,4844
Passenger,Passengers on board (arrivals),BERLIN-TEGEL,2007-04-01,4131
Passenger,Passengers on board (arrivals),KOBENHAVN/KASTRUP,2007-04-01,10369
Passenger,Passengers on board (arrivals),IRAKLION/NIKOS KAZANTZAKIS,2007-04-01,3877
Passenger,Passengers on board (arrivals),GRAN CANARIA,2007-04-01,4832
Passenger,Passengers on board (arrivals),TENERIFE SUR/REINA SOFIA,2007-04-01,3645
Passenger,Passengers on board (arrivals),ADOLFO SUAREZ MADRID-BARAJAS,2007-04-01,4674
Passenger,Passengers on board (arrivals),PALMA DE MALLORCA,2007-04-01,9774
Passenger,Passengers on board (arrivals),NICE-COTE D'AZUR,2007-04-01,3556
Passenger,Passengers on board (arrivals),PARIS-CHARLES DE GAULLE,2007-04-01,15731
Passenger,Passengers on board (arrivals),MILANO/MALPENSA,2007-04-01,6550
Passenger,Passengers on board (arrivals),ROMA/FIUMICINO,2007-04-01,3258
Passenger,Passengers on board (arrivals),AMSTERDAM/SCHIPHOL,2007-04-01,10331
Passenger,Passengers on board (arrivals),PORTO,2007-04-01,7673
Passenger,Passengers on board (arrivals),LISBOA,2007-04-01,4723
Passenger,Passengers on board (arrivals),MONASTIR/HABIB BOURGUIBA,2007-04-01,4779
Passenger,Passengers on board (arrivals),DJERBA/ZARZIS,2007-04-01,7119
Passenger,Passengers on board (arrivals),LONDON GATWICK,2007-04-01,6385
Passenger,Passengers on board (arrivals),LONDON/CITY,2007-04-01,14982
Passenger,Passengers on board (arrivals),LONDON HEATHROW,2007-04-01,5135
Passenger,Passengers on board (arrivals),WIEN-SCHWECHAT,2007-01-01,6013
Passenger,Passengers on board (arrivals),GENEVA,2007-01-01,3899
Passenger,Passengers on board (arrivals),ZURICH,2007-01-01,9047
Passenger,Passengers on board (arrivals),FRANKFURT/MAIN,2007-01-01,15684
Passenger,Passengers on board (arrivals),SAARBRUECKEN,2007-01-01,3973
Passenger,Passengers on board (arrivals),BERLIN-TEGEL,2007-01-01,3128
Passenger,Passengers on board (arrivals),KOBENHAVN/KASTRUP,2007-01-01,10035
Passenger,Passengers on board (arrivals),IRAKLION/NIKOS KAZANTZAKIS,2007-01-01,0
Passenger,Passengers on board (arrivals),GRAN CANARIA,2007-01-01,5001
Passenger,Passengers on board (arrivals),TENERIFE SUR/REINA SOFIA,2007-01-01,3053
Passenger,Passengers on board (arrivals),ADOLFO SUAREZ MADRID-BARAJAS,2007-01-01,4320
Passenger,Passengers on board (arrivals),PALMA DE MALLORCA,2007-01-01,1087
Passenger,Passengers on board (arrivals),NICE-COTE D'AZUR,2007-01-01,2664
Passenger,Passengers on board (arrivals),PARIS-CHARLES DE GAULLE,2007-01-01,17025
Passenger,Passengers on board (arrivals),MILANO/MALPENSA,2007-01-01,5915
Passenger,Passengers on board (arrivals),ROMA/FIUMICINO,2007-01-01,2115
Passenger,Passengers on board (arrivals),AMSTERDAM/SCHIPHOL,2007-01-01,7999
Passenger,Passengers on board (arrivals),PORTO,2007-01-01,8102
Passenger,Passengers on board (arrivals),LISBOA,2007-01-01,4296
Passenger,Passengers on board (arrivals),MONASTIR/HABIB BOURGUIBA,2007-01-01,2468
Passenger,Passengers on board (arrivals),DJERBA/ZARZIS,2007-01-01,2765
Passenger,Passengers on board (arrivals),LONDON GATWICK,2007-01-01,5412
Passenger,Passengers on board (arrivals),LONDON/CITY,2007-01-01,13347
Passenger,Passengers on board (arrivals),LONDON HEATHROW,2007-01-01,4262
Passenger,Passengers on board (arrivals),WIEN-SCHWECHAT,2006-10-01,6855
Passenger,Passengers on board (arrivals),GENEVA,2006-10-01,3686
Passenger,Passengers on board (arrivals),ZURICH,2006-10-01,9565
Passenger,Passengers on board (arrivals),FRANKFURT/MAIN,2006-10-01,17003
Passenger,Passengers on board (arrivals),SAARBRUECKEN,2006-10-01,4163
Passenger,Passengers on board (arrivals),BERLIN-TEGEL,2006-10-01,3463
Passenger,Passengers on board (arrivals),KOBENHAVN/KASTRUP,2006-10-01,11337
Passenger,Passengers on board (arrivals),IRAKLION/NIKOS KAZANTZAKIS,2006-10-01,2028
Passenger,Passengers on board (arrivals),GRAN CANARIA,2006-10-01,4975
Passenger,Passengers on board (arrivals),TENERIFE SUR/REINA SOFIA,2006-10-01,3150
Passenger,Passengers on board (arrivals),ADOLFO SUAREZ MADRID-BARAJAS,2006-10-01,4101
Passenger,Passengers on board (arrivals),PALMA DE MALLORCA,2006-10-01,3807
Passenger,Passengers on board (arrivals),NICE-COTE D'AZUR,2006-10-01,2517
Passenger,Passengers on board (arrivals),PARIS-CHARLES DE GAULLE,2006-10-01,17264
Passenger,Passengers on board (arrivals),MILANO/MALPENSA,2006-10-01,6381
Passenger,Passengers on board (arrivals),ROMA/FIUMICINO,2006-10-01,3743
Passenger,Passengers on board (arrivals),AMSTERDAM/SCHIPHOL,2006-10-01,8658
Passenger,Passengers on board (arrivals),PORTO,2006-10-01,7526
Passenger,Passengers on board (arrivals),LISBOA,2006-10-01,3880
Passenger,Passengers on board (arrivals),MONASTIR/HABIB BOURGUIBA,2006-10-01,3184
Passenger,Passengers on board (arrivals),DJERBA/ZARZIS,2006-10-01,4682
Passenger,Passengers on board (arrivals),LONDON GATWICK,2006-10-01,7524
Passenger,Passengers on board (arrivals),LONDON/CITY,2006-10-01,13285
Passenger,Passengers on board (arrivals),LONDON HEATHROW,2006-10-01,4818
Passenger,Passengers on board (arrivals),WIEN-SCHWECHAT,2006-07-01,5842
Passenger,Passengers on board (arrivals),GENEVA,2006-07-01,3092
Passenger,Passengers on board (arrivals),ZURICH,2006-07-01,9095
Passenger,Passengers on board (arrivals),FRANKFURT/MAIN,2006-07-01,15247
Passenger,Passengers on board (arrivals),SAARBRUECKEN,2006-07-01,4049
Passenger,Passengers on board (arrivals),BERLIN-TEGEL,2006-07-01,3401
Passenger,Passengers on board (arrivals),KOBENHAVN/KASTRUP,2006-07-01,9632
Passenger,Passengers on board (arrivals),IRAKLION/NIKOS KAZANTZAKIS,2006-07-01,7887
Passenger,Passengers on board (arrivals),GRAN CANARIA,2006-07-01,4885
Passenger,Passengers on board (arrivals),TENERIFE SUR/REINA SOFIA,2006-07-01,4955
Passenger,Passengers on board (arrivals),ADOLFO SUAREZ MADRID-BARAJAS,2006-07-01,4023
Passenger,Passengers on board (arrivals),PALMA DE MALLORCA,2006-07-01,18906
Passenger,Passengers on board (arrivals),NICE-COTE D'AZUR,2006-07-01,3869
Passenger,Passengers on board (arrivals),PARIS-CHARLES DE GAULLE,2006-07-01,14649
Passenger,Passengers on board (arrivals),MILANO/MALPENSA,2006-07-01,5191
Passenger,Passengers on board (arrivals),ROMA/FIUMICINO,2006-07-01,5095
Passenger,Passengers on board (arrivals),AMSTERDAM/SCHIPHOL,2006-07-01,8715
Passenger,Passengers on board (arrivals),PORTO,2006-07-01,13537
Passenger,Passengers on board (arrivals),LISBOA,2006-07-01,5360
Passenger,Passengers on board (arrivals),MONASTIR/HABIB BOURGUIBA,2006-07-01,6458
Passenger,Passengers on board (arrivals),DJERBA/ZARZIS,2006-07-01,8974
Passenger,Passengers on board (arrivals),LONDON GATWICK,2006-07-01,6616
Passenger,Passengers on board (arrivals),LONDON/CITY,2006-07-01,11775
Passenger,Passengers on board (arrivals),LONDON HEATHROW,2006-07-01,4840
Passenger,Passengers on board (arrivals),WIEN-SCHWECHAT,2006-04-01,6907
Passenger,Passengers on board (arrivals),GENEVA,2006-04-01,3909
Passenger,Passengers on board (arrivals),ZURICH,2006-04-01,8145
Passenger,Passengers on board (arrivals),FRANKFURT/MAIN,2006-04-01,16284
Passenger,Passengers on board (arrivals),SAARBRUECKEN,2006-04-01,4340
Passenger,Passengers on board (arrivals),BERLIN-TEGEL,2006-04-01,3747
Passenger,Passengers on board (arrivals),KOBENHAVN/KASTRUP,2006-04-01,10967
Passenger,Passengers on board (arrivals),IRAKLION/NIKOS KAZANTZAKIS,2006-04-01,3522
Passenger,Passengers on board (arrivals),GRAN CANARIA,2006-04-01,4766
Passenger,Passengers on board (arrivals),TENERIFE SUR/REINA SOFIA,2006-04-01,3973
Passenger,Passengers on board (arrivals),ADOLFO SUAREZ MADRID-BARAJAS,2006-04-01,4724
Passenger,Passengers on board (arrivals),PALMA DE MALLORCA,2006-04-01,10027
Passenger,Passengers on board (arrivals),NICE-COTE D'AZUR,2006-04-01,3563
Passenger,Passengers on board (arrivals),PARIS-CHARLES DE GAULLE,2006-04-01,18016
Passenger,Passengers on board (arrivals),MILANO/MALPENSA,2006-04-01,5773
Passenger,Passengers on board (arrivals),ROMA/FIUMICINO,2006-04-01,5545
Passenger,Passengers on board (arrivals),AMSTERDAM/SCHIPHOL,2006-04-01,10001
Passenger,Passengers on board (arrivals),PORTO,2006-04-01,9867
Passenger,Passengers on board (arrivals),LISBOA,2006-04-01,4933
Passenger,Passengers on board (arrivals),MONASTIR/HABIB BOURGUIBA,2006-04-01,3974
Passenger,Passengers on board (arrivals),DJERBA/ZARZIS,2006-04-01,6834
Passenger,Passengers on board (arrivals),LONDON GATWICK,2006-04-01,6753
Passenger,Passengers on board (arrivals),LONDON/CITY,2006-04-01,13397
Passenger,Passengers on board (arrivals),LONDON HEATHROW,2006-04-01,5022
Passenger,Passengers on board (arrivals),WIEN-SCHWECHAT,2006-01-01,5651
Passenger,Passengers on board (arrivals),GENEVA,2006-01-01,3859
Passenger,Passengers on board (arrivals),ZURICH,2006-01-01,6687
Passenger,Passengers on board (arrivals),FRANKFURT/MAIN,2006-01-01,15209
Passenger,Passengers on board (arrivals),SAARBRUECKEN,2006-01-01,3687
Passenger,Passengers on board (arrivals),BERLIN-TEGEL,2006-01-01,3103
Passenger,Passengers on board (arrivals),KOBENHAVN/KASTRUP,2006-01-01,9412
Passenger,Passengers on board (arrivals),GRAN CANARIA,2006-01-01,4645
Passenger,Passengers on board (arrivals),TENERIFE SUR/REINA SOFIA,2006-01-01,3868
Passenger,Passengers on board (arrivals),ADOLFO SUAREZ MADRID-BARAJAS,2006-01-01,4304
Passenger,Passengers on board (arrivals),PALMA DE MALLORCA,2006-01-01,1009
Passenger,Passengers on board (arrivals),NICE-COTE D'AZUR,2006-01-01,2464
Passenger,Passengers on board (arrivals),PARIS-CHARLES DE GAULLE,2006-01-01,17091
Passenger,Passengers on board (arrivals),MILANO/MALPENSA,2006-01-01,4512
Passenger,Passengers on board (arrivals),ROMA/FIUMICINO,2006-01-01,3625
Passenger,Passengers on board (arrivals),AMSTERDAM/SCHIPHOL,2006-01-01,8771
Passenger,Passengers on board (arrivals),PORTO,2006-01-01,9447
Passenger,Passengers on board (arrivals),LISBOA,2006-01-01,3396
Passenger,Passengers on board (arrivals),MONASTIR/HABIB BOURGUIBA,2006-01-01,2210
Passenger,Passengers on board (arrivals),DJERBA/ZARZIS,2006-01-01,2584
Passenger,Passengers on board (arrivals),LONDON GATWICK,2006-01-01,4374
Passenger,Passengers on board (arrivals),LONDON/CITY,2006-01-01,11745
Passenger,Passengers on board (arrivals),LONDON HEATHROW,2006-01-01,4890
Passenger,Passengers on board (arrivals),WIEN-SCHWECHAT,2005-10-01,6361
Passenger,Passengers on board (arrivals),GENEVA,2005-10-01,3910
Passenger,Passengers on board (arrivals),ZURICH,2005-10-01,6689
Passenger,Passengers on board (arrivals),FRANKFURT/MAIN,2005-10-01,16791
Passenger,Passengers on board (arrivals),SAARBRUECKEN,2005-10-01,4049
Passenger,Passengers on board (arrivals),BERLIN-TEGEL,2005-10-01,3401
Passenger,Passengers on board (arrivals),KOBENHAVN/KASTRUP,2005-10-01,4127
Passenger,Passengers on board (arrivals),IRAKLION/NIKOS KAZANTZAKIS,2005-10-01,1595
Passenger,Passengers on board (arrivals),GRAN CANARIA,2005-10-01,4071
Passenger,Passengers on board (arrivals),TENERIFE SUR/REINA SOFIA,2005-10-01,4017
Passenger,Passengers on board (arrivals),ADOLFO SUAREZ MADRID-BARAJAS,2005-10-01,4540
Passenger,Passengers on board (arrivals),PALMA DE MALLORCA,2005-10-01,4696
Passenger,Passengers on board (arrivals),NICE-COTE D'AZUR,2005-10-01,2705
Passenger,Passengers on board (arrivals),PARIS-CHARLES DE GAULLE,2005-10-01,17831
Passenger,Passengers on board (arrivals),BERGAMO/ORIO AL SERIO,2005-10-01,1739
Passenger,Passengers on board (arrivals),ROMA/FIUMICINO,2005-10-01,4362
Passenger,Passengers on board (arrivals),AMSTERDAM/SCHIPHOL,2005-10-01,9273
Passenger,Passengers on board (arrivals),PORTO,2005-10-01,6863
Passenger,Passengers on board (arrivals),LISBOA,2005-10-01,5107
Passenger,Passengers on board (arrivals),MONASTIR/HABIB BOURGUIBA,2005-10-01,2941
Passenger,Passengers on board (arrivals),DJERBA/ZARZIS,2005-10-01,3475
Passenger,Passengers on board (arrivals),LONDON GATWICK,2005-10-01,4618
Passenger,Passengers on board (arrivals),LONDON/CITY,2005-10-01,11829
Passenger,Passengers on board (arrivals),LONDON HEATHROW,2005-10-01,5940
Passenger,Passengers on board (arrivals),WIEN-SCHWECHAT,2005-07-01,6545
Passenger,Passengers on board (arrivals),GENEVA,2005-07-01,3000
Passenger,Passengers on board (arrivals),ZURICH,2005-07-01,6393
Passenger,Passengers on board (arrivals),FRANKFURT/MAIN,2005-07-01,16868
Passenger,Passengers on board (arrivals),SAARBRUECKEN,2005-07-01,4165
Passenger,Passengers on board (arrivals),BERLIN-TEGEL,2005-07-01,3443
Passenger,Passengers on board (arrivals),KOBENHAVN/KASTRUP,2005-07-01,4180
Passenger,Passengers on board (arrivals),IRAKLION/NIKOS KAZANTZAKIS,2005-07-01,6751
Passenger,Passengers on board (arrivals),GRAN CANARIA,2005-07-01,4847
Passenger,Passengers on board (arrivals),TENERIFE SUR/REINA SOFIA,2005-07-01,4363
Passenger,Passengers on board (arrivals),ADOLFO SUAREZ MADRID-BARAJAS,2005-07-01,4497
Passenger,Passengers on board (arrivals),PALMA DE MALLORCA,2005-07-01,19313
Passenger,Passengers on board (arrivals),NICE-COTE D'AZUR,2005-07-01,4519
Passenger,Passengers on board (arrivals),PARIS-CHARLES DE GAULLE,2005-07-01,15472
Passenger,Passengers on board (arrivals),BERGAMO/ORIO AL SERIO,2005-07-01,4547
Passenger,Passengers on board (arrivals),ROMA/FIUMICINO,2005-07-01,3742
Passenger,Passengers on board (arrivals),AMSTERDAM/SCHIPHOL,2005-07-01,9270
Passenger,Passengers on board (arrivals),PORTO,2005-07-01,11206
Passenger,Passengers on board (arrivals),LISBOA,2005-07-01,9804
Passenger,Passengers on board (arrivals),MONASTIR/HABIB BOURGUIBA,2005-07-01,5843
Passenger,Passengers on board (arrivals),DJERBA/ZARZIS,2005-07-01,6203
Passenger,Passengers on board (arrivals),LONDON GATWICK,2005-07-01,4756
Passenger,Passengers on board (arrivals),LONDON/CITY,2005-07-01,10996
Passenger,Passengers on board (arrivals),LONDON HEATHROW,2005-07-01,5832
Passenger,Passengers on board (arrivals),WIEN-SCHWECHAT,2005-04-01,7209
Passenger,Passengers on board (arrivals),GENEVA,2005-04-01,3856
Passenger,Passengers on board (arrivals),ZURICH,2005-04-01,6518
Passenger,Passengers on board (arrivals),FRANKFURT/MAIN,2005-04-01,18924
Passenger,Passengers on board (arrivals),SAARBRUECKEN,2005-04-01,4215
Passenger,Passengers on board (arrivals),BERLIN-TEGEL,2005-04-01,3800
Passenger,Passengers on board (arrivals),KOBENHAVN/KASTRUP,2005-04-01,6094
Passenger,Passengers on board (arrivals),IRAKLION/NIKOS KAZANTZAKIS,2005-04-01,3598
Passenger,Passengers on board (arrivals),GRAN CANARIA,2005-04-01,4489
Passenger,Passengers on board (arrivals),TENERIFE SUR/REINA SOFIA,2005-04-01,3622
Passenger,Passengers on board (arrivals),ADOLFO SUAREZ MADRID-BARAJAS,2005-04-01,5051
Passenger,Passengers on board (arrivals),PALMA DE MALLORCA,2005-04-01,10182
Passenger,Passengers on board (arrivals),NICE-COTE D'AZUR,2005-04-01,4453
Passenger,Passengers on board (arrivals),PARIS-CHARLES DE GAULLE,2005-04-01,18632
Passenger,Passengers on board (arrivals),BERGAMO/ORIO AL SERIO,2005-04-01,6121
Passenger,Passengers on board (arrivals),ROMA/FIUMICINO,2005-04-01,4423
Passenger,Passengers on board (arrivals),AMSTERDAM/SCHIPHOL,2005-04-01,10422
Passenger,Passengers on board (arrivals),PORTO,2005-04-01,4597
Passenger,Passengers on board (arrivals),LISBOA,2005-04-01,9189
Passenger,Passengers on board (arrivals),MONASTIR/HABIB BOURGUIBA,2005-04-01,4316
Passenger,Passengers on board (arrivals),DJERBA/ZARZIS,2005-04-01,6053
Passenger,Passengers on board (arrivals),LONDON GATWICK,2005-04-01,4848
Passenger,Passengers on board (arrivals),LONDON/CITY,2005-04-01,12943
Passenger,Passengers on board (arrivals),LONDON HEATHROW,2005-04-01,4761
Passenger,Passengers on board (arrivals),WIEN-SCHWECHAT,2005-01-01,5730
Passenger,Passengers on board (arrivals),GENEVA,2005-01-01,3729
Passenger,Passengers on board (arrivals),ZURICH,2005-01-01,5332
Passenger,Passengers on board (arrivals),FRANKFURT/MAIN,2005-01-01,16333
Passenger,Passengers on board (arrivals),SAARBRUECKEN,2005-01-01,3006
Passenger,Passengers on board (arrivals),BERLIN-TEGEL,2005-01-01,3058
Passenger,Passengers on board (arrivals),KOBENHAVN/KASTRUP,2005-01-01,4774
Passenger,Passengers on board (arrivals),GRAN CANARIA,2005-01-01,4724
Passenger,Passengers on board (arrivals),TENERIFE SUR/REINA SOFIA,2005-01-01,4027
Passenger,Passengers on board (arrivals),ADOLFO SUAREZ MADRID-BARAJAS,2005-01-01,4210
Passenger,Passengers on board (arrivals),PALMA DE MALLORCA,2005-01-01,1712
Passenger,Passengers on board (arrivals),NICE-COTE D'AZUR,2005-01-01,2940
Passenger,Passengers on board (arrivals),PARIS-CHARLES DE GAULLE,2005-01-01,16203
Passenger,Passengers on board (arrivals),BERGAMO/ORIO AL SERIO,2005-01-01,4306
Passenger,Passengers on board (arrivals),ROMA/FIUMICINO,2005-01-01,2648
Passenger,Passengers on board (arrivals),AMSTERDAM/SCHIPHOL,2005-01-01,8020
Passenger,Passengers on board (arrivals),PORTO,2005-01-01,6139
Passenger,Passengers on board (arrivals),LISBOA,2005-01-01,8155
Passenger,Passengers on board (arrivals),MONASTIR/HABIB BOURGUIBA,2005-01-01,2540
Passenger,Passengers on board (arrivals),DJERBA/ZARZIS,2005-01-01,3134
Passenger,Passengers on board (arrivals),LONDON GATWICK,2005-01-01,3748
Passenger,Passengers on board (arrivals),LONDON/CITY,2005-01-01,10521
Passenger,Passengers on board (arrivals),LONDON HEATHROW,2005-01-01,3968
